age,marital,gender,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
30,Married,Female,4,29,$25 - $49,14.5,Economy,Some college,2,No,Less than 5,Neutral,5,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
45,Unmarried,Male,10,107,$75+,53.2,Luxury,Some college,19,No,More than 15,Highly satisfied,1,No,No,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
59,Unmarried,Male,2,42,$25 - $49,20.2,Standard,College degree,3,No,Less than 5,Somewhat dissatisfied,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
29,Married,Female,2,35,$25 - $49,17.9,Standard,College degree,4,No,Less than 5,Somewhat dissatisfied,4,Yes,No,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
33,Unmarried,Female,7,47,$25 - $49,23.2,Standard,Did not complete high school,12,No,5 to 15,Highly satisfied,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
51,Married,Female,27,63,$50 - $74,31.4,Luxury,Did not complete high school,18,No,More than 15,Somewhat dissatisfied,2,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
33,Unmarried,Female,0,41,$25 - $49,20.2,Standard,College degree,6,No,5 to 15,Somewhat dissatisfied,1,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
45,Married,Female,11,59,$50 - $74,29,Standard,High school degree,14,No,5 to 15,Highly satisfied,4,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
54,Unmarried,Female,29,41,$25 - $49,20.2,Standard,High school degree,5,No,5 to 15,Somewhat satisfied,3,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
57,Unmarried,Male,5,49,$25 - $49,25.4,Standard,High school degree,20,No,More than 15,Somewhat satisfied,1,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
40,Unmarried,Female,21,27,$25 - $49,13.4,Economy,Did not complete high school,3,No,Less than 5,Highly dissatisfied,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
24,Unmarried,Male,4,25,$25 - $49,12.4,Economy,High school degree,2,No,Less than 5,Highly dissatisfied,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
40,Married,Male,19,33,$25 - $49,16.8,Standard,Some college,2,No,Less than 5,Somewhat dissatisfied,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
49,Married,Male,11,52,$50 - $74,25.3,Standard,High school degree,8,No,5 to 15,Highly satisfied,4,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
33,Married,Female,11,35,$25 - $49,17.3,Standard,High school degree,9,No,5 to 15,Somewhat satisfied,3,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
35,Unmarried,Female,0,30,$25 - $49,14.6,Economy,High school degree,4,No,Less than 5,Highly dissatisfied,1,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
27,Unmarried,Male,7,30,$25 - $49,14.1,Economy,High school degree,3,No,Less than 5,Somewhat dissatisfied,2,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
20,Married,Male,0,14,Under $25,6.8,Economy,Some college,0,No,Less than 5,Highly dissatisfied,5,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No
49,Married,Male,23,125,$75+,59.7,Luxury,Some college,24,No,More than 15,Somewhat satisfied,2,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
28,Unmarried,Male,7,46,$25 - $49,24.1,Standard,College degree,4,No,Less than 5,Somewhat dissatisfied,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
27,Married,Female,0,18,Under $25,9,Economy,College degree,2,No,Less than 5,Highly dissatisfied,4,Yes,No,No,No,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
19,Married,Male,0,20,Under $25,10,Economy,High school degree,0,No,Less than 5,Neutral,6,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No
36,Married,Female,2,43,$25 - $49,22.9,Standard,Some college,9,No,5 to 15,Somewhat dissatisfied,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No
33,Unmarried,Female,3,30,$25 - $49,15.4,Standard,Some college,1,No,Less than 5,Somewhat dissatisfied,1,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
56,Married,Male,22,40,$25 - $49,19.6,Standard,High school degree,12,No,5 to 15,Highly satisfied,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
38,Unmarried,Male,12,39,$25 - $49,18.9,Standard,Some college,12,No,5 to 15,Neutral,1,No,Yes,Yes,No,,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
42,Married,Male,3,127,$75+,64.1,Luxury,Did not complete high school,24,No,More than 15,Highly satisfied,3,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
34,Unmarried,Male,13,44,$25 - $49,21.4,Standard,College degree,2,No,Less than 5,Highly dissatisfied,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
38,Unmarried,Female,0,40,$25 - $49,19.9,Standard,High school degree,5,No,5 to 15,Somewhat satisfied,1,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes
42,Unmarried,Male,20,66,$50 - $74,32.5,Luxury,Did not complete high school,18,No,More than 15,Neutral,3,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
44,Unmarried,Male,18,29,$25 - $49,14.3,Economy,Some college,6,No,5 to 15,Highly dissatisfied,1,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
31,Unmarried,Male,7,28,$25 - $49,13.9,Economy,College degree,8,No,5 to 15,Highly satisfied,1,Yes,Yes,No,No,,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
53,Unmarried,Female,24,50,$50 - $74,26.1,Standard,Did not complete high school,16,No,More than 15,Highly dissatisfied,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
41,Married,Female,16,166,$75+,81.5,Luxury,High school degree,19,No,More than 15,Somewhat satisfied,2,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
31,Married,Male,10,43,$25 - $49,22,Standard,High school degree,10,No,5 to 15,Neutral,2,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
47,Unmarried,Female,17,109,$75+,53.9,Luxury,Some college,19,No,More than 15,Highly satisfied,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
34,Married,Female,9,41,$25 - $49,19.9,Standard,College degree,3,No,Less than 5,Somewhat dissatisfied,3,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
64,Married,Male,16,27,$25 - $49,13,Economy,High school degree,29,Yes,More than 15,Neutral,4,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
26,Unmarried,Female,1,28,$25 - $49,14.4,Economy,College degree,1,No,Less than 5,Highly dissatisfied,4,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
66,Unmarried,Female,33,485,$75+,82.4,Luxury,High school degree,46,No,More than 15,Somewhat satisfied,1,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
60,Married,Male,9,35,$25 - $49,17.5,Standard,Post-undergraduate degree,2,No,Less than 5,Somewhat dissatisfied,2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
63,Married,Male,12,13,Under $25,6.4,Economy,College degree,8,Yes,5 to 15,Somewhat satisfied,2,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
39,Unmarried,Female,18,85,$75+,43,Luxury,High school degree,13,No,5 to 15,Somewhat satisfied,3,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
36,Unmarried,Male,12,38,$25 - $49,19.1,Standard,High school degree,7,No,5 to 15,Somewhat dissatisfied,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
38,Married,Female,7,96,$75+,48.3,Luxury,College degree,12,No,5 to 15,Somewhat dissatisfied,2,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
45,Married,Female,13,43,$25 - $49,21.4,Standard,Did not complete high school,14,No,5 to 15,Somewhat dissatisfied,2,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
50,Unmarried,Female,4,183,$75+,90.1,Luxury,College degree,22,No,More than 15,Highly satisfied,1,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
34,Married,Female,13,41,$25 - $49,21.5,Standard,College degree,9,No,5 to 15,Somewhat dissatisfied,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
26,Unmarried,Female,5,20,Under $25,10.2,Economy,College degree,2,No,Less than 5,Highly dissatisfied,1,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
49,Married,Female,24,59,$50 - $74,29.2,Standard,College degree,2,No,Less than 5,Highly dissatisfied,2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
40,Married,Male,12,49,$25 - $49,24.1,Standard,High school degree,1,No,Less than 5,Somewhat dissatisfied,5,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
64,Married,Male,45,10,Under $25,5.1,Economy,College degree,19,Yes,More than 15,Highly dissatisfied,2,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No
52,Married,Male,13,112,$75+,56.6,Luxury,Some college,2,No,Less than 5,Somewhat satisfied,3,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
33,Unmarried,Male,5,34,$25 - $49,16.9,Standard,College degree,6,No,5 to 15,Somewhat satisfied,3,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
36,Married,Male,4,55,$50 - $74,27,Standard,High school degree,6,No,5 to 15,Somewhat dissatisfied,3,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
34,Unmarried,Male,0,56,$50 - $74,27.9,Standard,College degree,8,No,5 to 15,Neutral,2,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
49,Married,Male,12,99,$75+,47.3,Luxury,Post-undergraduate degree,7,No,5 to 15,Highly satisfied,3,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
20,Married,Female,0,22,Under $25,11,Economy,High school degree,0,No,Less than 5,Highly dissatisfied,4,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
56,Married,Male,22,96,$75+,47.3,Luxury,College degree,20,No,More than 15,Somewhat satisfied,2,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
47,Unmarried,Male,5,77,$75+,39.2,Luxury,High school degree,10,No,5 to 15,Neutral,1,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
46,Married,Female,21,90,$75+,44.8,Luxury,High school degree,23,No,More than 15,Neutral,3,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
39,Married,Female,20,77,$75+,38.2,Luxury,High school degree,14,No,5 to 15,Neutral,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
51,Married,Female,23,87,$75+,43.1,Luxury,High school degree,28,No,More than 15,Highly satisfied,5,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
46,Unmarried,Male,6,144,$75+,71.7,Luxury,College degree,7,No,5 to 15,Somewhat dissatisfied,1,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
28,Unmarried,Female,1,28,$25 - $49,13.8,Economy,Did not complete high school,6,No,5 to 15,Neutral,1,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
32,Unmarried,Male,0,16,Under $25,8,Economy,Did not complete high school,4,No,Less than 5,Highly dissatisfied,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
63,Unmarried,Male,13,31,$25 - $49,15.5,Standard,College degree,31,Yes,More than 15,Highly satisfied,1,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
45,Married,Female,15,110,$75+,54.3,Luxury,Some college,11,No,5 to 15,Somewhat satisfied,4,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
56,Married,Female,26,201,$75+,77.2,Luxury,High school degree,33,No,More than 15,Highly satisfied,2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
60,Unmarried,Male,4,33,$25 - $49,16.6,Standard,Some college,14,No,5 to 15,Highly satisfied,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
24,Married,Male,1,18,Under $25,8.7,Economy,High school degree,2,No,Less than 5,Somewhat dissatisfied,5,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
55,Unmarried,Female,0,101,$75+,48.5,Luxury,Some college,16,No,More than 15,Highly satisfied,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
52,Married,Male,17,42,$25 - $49,20.7,Standard,Some college,7,No,5 to 15,Somewhat dissatisfied,2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
51,Unmarried,Female,29,125,$75+,62.1,Luxury,High school degree,25,No,More than 15,Somewhat dissatisfied,1,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
62,Married,Female,28,20,Under $25,10.5,Economy,Some college,5,Yes,5 to 15,Somewhat dissatisfied,3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
33,Married,Female,12,23,Under $25,11.6,Economy,High school degree,8,No,5 to 15,Somewhat dissatisfied,5,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
40,Married,Male,0,87,$75+,43.5,Luxury,Some college,13,No,5 to 15,Highly satisfied,5,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
68,Unmarried,Female,22,61,$50 - $74,30.9,Luxury,High school degree,24,No,More than 15,Neutral,1,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
30,Married,Female,0,48,$25 - $49,24.4,Standard,High school degree,10,No,5 to 15,Somewhat satisfied,4,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No
35,Married,Female,2,36,$25 - $49,17.8,Standard,College degree,3,No,Less than 5,Somewhat dissatisfied,4,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
56,Unmarried,Male,16,170,$75+,84.4,Luxury,Post-undergraduate degree,22,No,More than 15,Highly satisfied,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
27,Unmarried,Male,3,53,$50 - $74,26.3,Standard,College degree,1,No,Less than 5,Highly dissatisfied,1,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
45,Unmarried,Male,22,37,$25 - $49,18.2,Standard,College degree,9,No,5 to 15,Somewhat dissatisfied,1,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
57,Married,Male,4,111,$75+,56.7,Luxury,Did not complete high school,24,No,More than 15,Neutral,3,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
29,Unmarried,Female,1,17,Under $25,8.4,Economy,High school degree,0,No,Less than 5,Highly dissatisfied,5,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
62,Unmarried,Male,32,96,$75+,48.3,Luxury,Some college,22,No,More than 15,Neutral,1,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
61,Unmarried,Male,14,179,$75+,90,Luxury,Did not complete high school,41,No,More than 15,Highly satisfied,1,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
34,Unmarried,Female,4,17,Under $25,8.5,Economy,High school degree,0,No,Less than 5,Neutral,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
45,Unmarried,Female,3,35,$25 - $49,17.6,Standard,High school degree,9,No,5 to 15,Somewhat satisfied,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
47,Unmarried,Female,16,28,$25 - $49,13.9,Economy,High school degree,5,No,5 to 15,Somewhat satisfied,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
47,Married,Female,15,47,$25 - $49,23.6,Standard,Some college,18,No,More than 15,Highly satisfied,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
39,Married,Female,8,61,$50 - $74,30.2,Luxury,College degree,1,No,Less than 5,Highly dissatisfied,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
46,Married,Male,20,54,$50 - $74,27.2,Standard,High school degree,3,No,Less than 5,Neutral,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
46,Unmarried,Female,6,90,$75+,45.6,Luxury,College degree,16,No,More than 15,Highly satisfied,1,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
32,Married,Female,1,33,$25 - $49,16.1,Standard,High school degree,13,No,5 to 15,Somewhat satisfied,2,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
51,Married,Female,25,35,$25 - $49,17.1,Standard,Some college,8,No,5 to 15,Somewhat dissatisfied,5,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
54,Married,Female,35,140,$75+,69.8,Luxury,High school degree,31,No,More than 15,Highly satisfied,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
25,Unmarried,Male,2,59,$50 - $74,30,Luxury,Some college,0,No,Less than 5,Highly dissatisfied,3,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
55,Unmarried,Female,11,96,$75+,47.9,Luxury,High school degree,22,No,More than 15,Somewhat satisfied,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
47,Unmarried,Female,4,52,$50 - $74,27,Standard,College degree,2,No,Less than 5,Highly dissatisfied,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
49,Unmarried,Female,22,84,$75+,41.7,Luxury,High school degree,17,No,More than 15,Somewhat dissatisfied,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
37,Married,Female,2,38,$25 - $49,18.6,Standard,High school degree,9,No,5 to 15,Highly satisfied,4,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
51,Unmarried,Male,10,25,$25 - $49,12.9,Economy,Did not complete high school,10,No,5 to 15,Somewhat satisfied,1,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
66,Unmarried,Female,29,22,Under $25,11.2,Economy,Did not complete high school,4,No,Less than 5,Neutral,1,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
24,Married,Female,0,34,$25 - $49,17,Standard,College degree,0,No,Less than 5,Neutral,3,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
50,Unmarried,Female,0,87,$75+,43.2,Luxury,College degree,19,No,More than 15,Neutral,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
39,Married,Male,4,64,$50 - $74,31.9,Luxury,High school degree,20,No,More than 15,Highly satisfied,2,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
29,Unmarried,Male,10,30,$25 - $49,14.9,Economy,College degree,6,No,5 to 15,Neutral,1,Yes,No,No,Yes,,No,No,Yes,Yes,Yes,No,Yes,No,No,No
53,Married,Female,1,148,$75+,73.8,Luxury,High school degree,24,No,More than 15,Somewhat dissatisfied,4,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
27,Married,Female,3,43,$25 - $49,21.3,Standard,High school degree,5,No,5 to 15,Somewhat dissatisfied,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
31,Unmarried,Male,0,34,$25 - $49,17.4,Standard,High school degree,6,No,5 to 15,Highly dissatisfied,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
37,Married,Female,4,41,$25 - $49,20.7,Standard,Post-undergraduate degree,4,No,Less than 5,Highly dissatisfied,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
49,Married,Male,28,101,$75+,49.2,Luxury,Did not complete high school,22,No,More than 15,Neutral,2,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
45,Unmarried,Female,19,67,$50 - $74,33.8,Luxury,High school degree,16,No,More than 15,Somewhat satisfied,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
39,Married,Female,3,24,Under $25,11.9,Economy,Did not complete high school,5,No,5 to 15,Somewhat dissatisfied,6,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
52,Unmarried,Female,24,45,$25 - $49,23.7,Standard,Did not complete high school,11,No,5 to 15,Somewhat satisfied,1,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
33,Unmarried,Female,4,44,$25 - $49,22.1,Standard,College degree,6,No,5 to 15,Neutral,1,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
32,Married,Female,2,50,$50 - $74,25.2,Standard,High school degree,8,No,5 to 15,Somewhat dissatisfied,4,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
66,Unmarried,Male,9,9,Under $25,4.5,Economy,High school degree,13,Yes,5 to 15,Highly satisfied,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
67,Married,Male,42,165,$75+,82.3,Luxury,Did not complete high school,36,No,More than 15,Somewhat satisfied,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
60,Unmarried,Female,30,67,$50 - $74,34.3,Luxury,Some college,15,No,More than 15,Highly dissatisfied,1,No,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
35,Unmarried,Male,8,47,$25 - $49,24.1,Standard,Some college,9,No,5 to 15,Highly dissatisfied,1,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
54,Unmarried,Male,33,58,$50 - $74,30,Luxury,Post-undergraduate degree,2,No,Less than 5,Somewhat satisfied,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
32,Unmarried,Male,6,21,Under $25,10.2,Economy,Did not complete high school,1,No,Less than 5,Somewhat satisfied,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
56,Unmarried,Female,4,106,$75+,53.5,Luxury,High school degree,8,No,5 to 15,Highly satisfied,1,No,No,No,No,,No,No,Yes,Yes,Yes,No,No,No,No,No
59,Married,Male,16,38,$25 - $49,19.4,Standard,Did not complete high school,8,No,5 to 15,Highly satisfied,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
43,Unmarried,Female,9,130,$75+,65.2,Luxury,Post-undergraduate degree,10,No,5 to 15,Neutral,1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
48,Married,Male,1,31,$25 - $49,15.3,Standard,Some college,0,No,Less than 5,Highly dissatisfied,2,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
43,Married,Female,4,98,$75+,48.6,Luxury,Did not complete high school,18,No,More than 15,Highly satisfied,3,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
46,Unmarried,Female,18,159,$75+,78.3,Luxury,Some college,16,No,More than 15,Somewhat satisfied,1,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
55,Married,Female,11,21,Under $25,10.6,Economy,Did not complete high school,6,No,5 to 15,Somewhat satisfied,2,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
54,Married,Male,5,50,$50 - $74,25,Standard,Post-undergraduate degree,1,No,Less than 5,Somewhat dissatisfied,2,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
38,Married,Female,2,64,$50 - $74,32.4,Luxury,College degree,3,No,Less than 5,Somewhat dissatisfied,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
23,Married,Male,1,24,Under $25,12.1,Economy,High school degree,4,No,Less than 5,Neutral,4,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
33,Unmarried,Male,3,32,$25 - $49,15.9,Standard,Did not complete high school,16,No,More than 15,Highly satisfied,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
58,Unmarried,Male,1,263,$75+,72.4,Luxury,High school degree,27,No,More than 15,Somewhat satisfied,1,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
29,Unmarried,Female,0,31,$25 - $49,15.5,Standard,College degree,0,No,Less than 5,Somewhat dissatisfied,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
47,Unmarried,Female,3,26,$25 - $49,12.9,Economy,College degree,2,No,Less than 5,Somewhat dissatisfied,1,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No
38,Married,Female,0,29,$25 - $49,14.5,Economy,High school degree,3,No,Less than 5,Neutral,4,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
58,Unmarried,Female,37,18,Under $25,9,Economy,College degree,23,Yes,More than 15,Highly satisfied,1,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
47,Unmarried,Female,12,33,$25 - $49,16.8,Standard,Did not complete high school,1,No,Less than 5,Highly satisfied,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
